Time,X,Y,Z,Sound
144142,9.68,-1.52,-1.59,2.54
144173,9.35,-1.63,-1.65,2.53
144204,9.46,-1.69,-1.74,2.54
144235,9.55,-1.66,-1.64,2.55
144267,9.41,-1.56,-1.64,2.56
144297,9.61,-1.51,-1.52,2.54
144329,9.56,-1.61,-1.68,2.53
144360,9.46,-1.67,-1.67,2.54
144392,9.48,-1.65,-1.66,2.54
144422,9.61,-1.55,-1.64,2.53
144454,9.58,-1.55,-1.72,2.55
144485,9.62,-1.61,-1.69,2.55
144516,9.62,-1.49,-1.58,2.54
144547,9.41,-1.69,-1.63,2.53
144578,9.53,-1.67,-1.71,2.54
144610,9.52,-1.61,-1.71,2.55
144641,9.51,-1.55,-1.58,2.55
144672,9.72,-1.53,-1.59,2.54
144703,9.46,-1.61,-1.71,2.54
144735,9.37,-1.68,-1.75,2.54
144765,9.43,-1.65,-1.69,2.53
144797,9.52,-1.55,-1.66,2.54
144828,9.68,-1.58,-1.61,2.54
144860,9.69,-1.44,-1.52,2.54
144890,9.48,-1.65,-1.66,2.55
144922,9.63,-1.60,-1.59,2.54
144953,9.50,-1.76,-1.69,2.55
144985,9.59,-1.51,-1.64,2.55
145015,9.53,-1.62,-1.65,2.55
145046,9.64,-1.46,-1.70,2.55
145078,9.39,-1.71,-1.63,2.55
145108,9.41,-1.82,-1.61,2.54
145140,9.35,-1.65,-1.73,2.54
145171,9.73,-1.46,-1.49,2.54
145203,9.67,-1.66,-1.66,2.54
145233,9.52,-1.54,-1.64,2.54
145265,9.49,-1.59,-1.75,2.55
145296,9.32,-1.71,-1.72,2.55
145328,9.56,-1.64,-1.63,2.53
145358,9.54,-1.58,-1.55,2.54
145390,9.70,-1.55,-1.62,2.54
145421,9.40,-1.59,-1.68,2.54
145453,9.50,-1.61,-1.64,2.54
145483,9.48,-1.67,-1.68,2.55
145514,9.63,-1.57,-1.69,2.54
145546,9.58,-1.52,-1.55,2.55
145576,9.66,-1.49,-1.54,2.54
145608,9.60,-1.54,-1.62,2.54
145639,9.48,-1.61,-1.70,2.55
145671,9.34,-1.69,-1.71,2.54
145701,9.56,-1.59,-1.60,2.54
145733,9.65,-1.53,-1.55,2.54
145764,9.59,-1.61,-1.69,2.54
145796,9.63,-1.50,-1.63,2.55
145826,9.43,-1.67,-1.65,2.55
145858,9.50,-1.59,-1.72,2.55
145889,9.59,-1.49,-1.72,2.54
145921,9.69,-1.52,-1.50,2.55
145951,9.67,-1.58,-1.56,2.55
145983,9.62,-1.56,-1.61,2.53
146014,9.42,-1.65,-1.71,2.54
146044,9.48,-1.71,-1.62,2.54
146076,9.54,-1.52,-1.56,2.54
146107,9.54,-1.53,-1.62,2.54
146139,9.59,-1.60,-1.59,2.55
146169,9.51,-1.58,-1.71,2.54
146201,9.42,-1.69,-1.62,2.54
146232,9.48,-1.62,-1.62,2.53
146264,9.63,-1.51,-1.62,2.54
146294,9.67,-1.56,-1.55,2.53
146326,9.50,-1.60,-1.63,2.54
146357,9.67,-1.51,-1.61,2.55
146388,9.52,-1.71,-1.64,2.55
146419,9.40,-1.67,-1.75,2.54
146451,9.56,-1.50,-1.70,2.55
146482,9.62,-1.54,-1.66,2.55
146512,9.58,-1.61,-1.71,2.56
146544,9.54,-1.57,-1.55,2.54
146575,9.46,-1.69,-1.63,2.54
146607,9.44,-1.67,-1.74,2.54
146637,9.47,-1.50,-1.64,2.55
146669,9.57,-1.56,-1.62,2.53
146700,9.66,-1.54,-1.63,2.54
146732,9.48,-1.47,-1.70,2.54
146762,9.33,-1.68,-1.76,2.55
146794,9.54,-1.60,-1.66,2.54
146825,9.60,-1.47,-1.63,2.54
146856,9.58,-1.51,-1.66,2.54
146887,9.61,-1.53,-1.67,2.54
146919,9.45,-1.56,-1.60,2.55
146950,9.46,-1.75,-1.60,2.54
146981,9.51,-1.64,-1.61,2.54
147012,9.53,-1.52,-1.58,2.53
147043,9.49,-1.60,-1.70,2.54
147075,9.61,-1.59,-1.57,2.54
147105,9.46,-1.59,-1.61,2.54
147137,9.35,-1.75,-1.71,2.55
147168,9.41,-1.74,-1.71,2.54
147200,9.62,-1.48,-1.64,2.55
147230,9.70,-1.62,-1.69,2.54
147262,9.61,-1.57,-1.64,2.54
147293,9.56,-1.63,-1.62,2.54
147324,9.52,-1.58,-1.62,2.54
147355,9.50,-1.75,-1.63,2.54
147387,9.58,-1.47,-1.63,2.55
147418,9.63,-1.67,-1.60,2.55
147449,9.58,-1.48,-1.64,2.54
147480,9.56,-1.63,-1.55,2.53
147511,9.32,-1.70,-1.78,2.54
147543,9.52,-1.56,-1.55,2.54
147573,9.49,-1.51,-1.62,2.53
147605,9.59,-1.59,-1.64,2.54
147636,9.62,-1.52,-1.71,2.55
147667,9.48,-1.48,-1.64,2.54
147698,9.43,-1.69,-1.67,2.53
147730,9.40,-1.66,-1.78,2.54
147761,9.75,-1.40,-1.51,2.55
147792,9.67,-1.63,-1.58,2.55
147823,9.51,-1.45,-1.64,2.54
147855,9.46,-1.63,-1.61,2.54
147886,9.34,-1.68,-1.65,2.55
147917,9.57,-1.52,-1.53,2.54
147948,9.55,-1.57,-1.54,2.54
147980,9.61,-1.57,-1.58,2.54
148011,9.55,-1.61,-1.69,2.54
148041,9.40,-1.61,-1.67,2.54
148073,9.39,-1.75,-1.68,2.54
148104,9.60,-1.54,-1.61,2.54
148135,9.62,-1.56,-1.59,2.54
148166,9.51,-1.63,-1.65,2.54
148198,9.64,-1.56,-1.58,2.54
148229,9.34,-1.65,-1.67,2.54
148260,9.43,-1.71,-1.69,2.54
148291,9.58,-1.52,-1.77,2.54
148323,9.64,-1.50,-1.52,2.55
148354,9.49,-1.57,-1.57,2.55
148385,9.71,-1.56,-1.55,2.54
148416,9.36,-1.75,-1.69,2.55
148448,9.41,-1.70,-1.63,2.54
148478,9.57,-1.52,-1.54,2.54
148509,9.49,-1.56,-1.67,2.54
148541,9.62,-1.62,-1.66,2.55
148572,9.48,-1.51,-1.56,2.54
148603,9.60,-1.60,-1.54,2.53
148634,9.36,-1.72,-1.75,2.54
148666,9.50,-1.61,-1.67,2.54
148697,9.53,-1.56,-1.50,2.54
148728,9.52,-1.70,-1.58,2.55
148759,9.60,-1.58,-1.69,2.55
148791,9.43,-1.65,-1.55,2.55
148822,9.42,-1.68,-1.66,2.54
148853,9.46,-1.51,-1.70,2.55
148884,9.59,-1.53,-1.57,2.55
148916,9.63,-1.69,-1.63,2.54
148946,9.54,-1.61,-1.73,2.54
148978,9.42,-1.73,-1.71,2.55
149009,9.36,-1.71,-1.77,2.54
149040,9.38,-1.63,-1.72,2.54
149071,9.63,-1.47,-1.64,2.54
149102,9.62,-1.57,-1.60,2.53
149134,9.46,-1.64,-1.60,2.54
149165,9.33,-1.72,-1.70,2.55
149196,9.60,-1.58,-1.53,2.55
149227,9.56,-1.45,-1.66,2.54
149259,9.73,-1.50,-1.53,2.54
149289,9.52,-1.65,-1.73,2.54
149321,9.48,-1.59,-1.64,2.54
149352,9.34,-1.70,-1.71,2.54
149384,9.36,-1.76,-1.81,2.54
149414,9.64,-1.42,-1.64,2.54
149446,9.60,-1.53,-1.62,2.54
149477,9.57,-1.60,-1.63,2.54
149508,9.49,-1.58,-1.73,2.55
149539,9.42,-1.69,-1.73,2.53
149570,9.47,-1.64,-1.61,2.53
149602,9.57,-1.48,-1.64,2.55
149633,9.63,-1.62,-1.74,2.54
149664,9.70,-1.51,-1.56,2.54
149695,9.56,-1.63,-1.59,2.53
149727,9.45,-1.63,-1.59,2.54
149757,9.35,-1.69,-1.66,2.54
149789,9.59,-1.54,-1.59,2.54
149820,9.67,-1.57,-1.58,2.54
149852,9.67,-1.58,-1.58,2.53
149882,9.24,-1.73,-1.71,2.54
149914,9.45,-1.73,-1.71,2.55
149945,9.32,-1.74,-1.81,2.54
149977,9.68,-1.47,-1.57,2.54
150007,9.61,-1.55,-1.57,2.54
150038,9.43,-1.51,-1.64,2.54
150070,9.67,-1.57,-1.64,2.55
150100,9.40,-1.83,-1.64,2.54
150132,9.45,-1.65,-1.72,2.54
150163,9.66,-1.48,-1.59,2.54
150195,9.62,-1.59,-1.77,2.54
150225,9.58,-1.52,-1.68,2.55
150257,9.43,-1.63,-1.67,2.56
150288,9.36,-1.64,-1.77,2.55
150320,9.58,-1.64,-1.70,2.54
150350,9.50,-1.51,-1.57,2.54
150382,9.63,-1.51,-1.53,2.56
150413,9.61,-1.56,-1.63,2.54
150445,9.49,-1.61,-1.62,2.54
150475,9.42,-1.65,-1.60,2.54
150506,9.61,-1.51,-1.61,2.54
150538,9.78,-1.50,-1.58,2.53
150568,9.66,-1.57,-1.64,2.54
150600,9.73,-1.49,-1.57,2.54
150631,9.49,-1.70,-1.63,2.55
150663,9.27,-1.68,-1.82,2.54
150693,9.59,-1.53,-1.62,2.54
150725,9.58,-1.49,-1.63,2.54
150756,9.55,-1.69,-1.69,2.54
150788,9.62,-1.54,-1.61,2.54
150818,9.44,-1.60,-1.62,2.55
150850,9.37,-1.75,-1.72,2.53
150881,9.59,-1.58,-1.63,2.54
150913,9.67,-1.41,-1.56,2.54
150943,9.57,-1.66,-1.70,2.54
150975,9.55,-1.52,-1.70,2.55
151006,9.53,-1.61,-1.64,2.54
151036,9.40,-1.63,-1.68,2.54
151068,9.58,-1.49,-1.60,2.54
151099,9.49,-1.58,-1.65,2.53
151131,9.70,-1.62,-1.59,2.54
151161,9.55,-1.53,-1.63,2.54
151193,9.55,-1.61,-1.71,2.54
151224,9.39,-1.72,-1.78,2.55
151256,9.70,-1.46,-1.55,2.54
151286,9.62,-1.45,-1.62,2.54
151318,9.66,-1.59,-1.55,2.55
151349,9.59,-1.47,-1.60,2.55
151380,9.50,-1.68,-1.59,2.54
151411,9.49,-1.62,-1.82,2.54
151443,9.51,-1.51,-1.70,2.54
151474,9.68,-1.47,-1.62,2.54
151504,9.66,-1.50,-1.51,2.55
151536,9.53,-1.58,-1.73,2.54
151567,9.36,-1.65,-1.70,2.54
151599,9.59,-1.54,-1.61,2.54
151629,9.65,-1.47,-1.55,2.54
151661,9.65,-1.49,-1.62,2.55
151692,9.63,-1.64,-1.69,2.54
151724,9.54,-1.58,-1.62,2.55
151754,9.41,-1.72,-1.68,2.54
151786,9.35,-1.76,-1.76,2.54
151817,9.58,-1.56,-1.70,2.54
151848,9.59,-1.49,-1.58,2.54
151879,9.74,-1.51,-1.56,2.54
151911,9.46,-1.63,-1.74,2.54
151942,9.51,-1.66,-1.59,2.55
151973,9.40,-1.74,-1.73,2.54
152004,9.65,-1.49,-1.62,2.55
152035,9.60,-1.62,-1.60,2.54
152067,9.66,-1.57,-1.59,2.54
152097,9.42,-1.58,-1.71,2.56
152129,9.23,-1.74,-1.77,2.54
152160,9.41,-1.61,-1.73,2.54
152192,9.67,-1.48,-1.55,2.54
152222,9.69,-1.57,-1.71,2.54
152254,9.59,-1.53,-1.70,2.54
152285,9.55,-1.53,-1.64,2.54
152316,9.54,-1.73,-1.64,2.54
152347,9.46,-1.65,-1.67,2.54
152379,9.53,-1.55,-1.72,2.54
152410,9.65,-1.57,-1.61,2.54
152441,9.61,-1.50,-1.53,2.54
152472,9.51,-1.57,-1.69,2.54
152503,9.39,-1.70,-1.55,2.54
152535,9.38,-1.64,-1.78,2.54
152565,9.76,-1.44,-1.53,2.54
152597,9.55,-1.68,-1.69,2.54
152628,9.67,-1.63,-1.63,2.55
152659,9.51,-1.56,-1.74,2.54
152690,9.43,-1.65,-1.65,2.54
152722,9.33,-1.60,-1.67,2.55
152753,9.74,-1.41,-1.58,2.53
152784,9.57,-1.59,-1.66,2.54
152815,9.49,-1.60,-1.68,2.54
152847,9.41,-1.56,-1.69,2.54
152878,9.53,-1.68,-1.60,2.55
152909,9.56,-1.65,-1.65,2.53
152940,9.65,-1.57,-1.54,2.54
152972,9.69,-1.51,-1.54,2.54
153003,9.67,-1.59,-1.61,2.55
153033,9.44,-1.57,-1.68,2.54
153065,9.51,-1.74,-1.63,2.54
153096,9.43,-1.61,-1.78,2.54
153127,9.56,-1.45,-1.56,2.55
153158,9.64,-1.55,-1.62,2.54
153190,9.59,-1.57,-1.67,2.53
153221,9.49,-1.57,-1.63,2.54
153252,9.47,-1.71,-1.63,2.54
153283,9.57,-1.59,-1.74,2.54
153315,9.55,-1.48,-1.56,2.53
153346,9.58,-1.58,-1.67,2.54
153377,9.61,-1.53,-1.67,2.54
153408,9.40,-1.69,-1.63,2.53
153440,9.43,-1.74,-1.64,2.55
153470,9.50,-1.56,-1.64,2.55
153501,9.47,-1.50,-1.65,2.55
153533,9.68,-1.59,-1.51,2.55
153564,9.63,-1.49,-1.66,2.54
153595,9.41,-1.62,-1.63,2.54
153626,9.39,-1.62,-1.63,2.54
153658,9.40,-1.78,-1.74,2.54
153689,9.54,-1.56,-1.64,2.55
153720,9.68,-1.53,-1.62,2.55
153751,9.48,-1.61,-1.64,2.55
153783,9.35,-1.66,-1.71,2.54
153814,9.41,-1.76,-1.73,2.54
153845,9.49,-1.64,-1.64,2.54
153876,9.50,-1.58,-1.66,2.54
153908,9.62,-1.63,-1.59,2.54
153938,9.57,-1.57,-1.61,2.54
153970,9.39,-1.77,-1.68,2.54
154001,9.32,-1.76,-1.70,2.54
154032,9.53,-1.69,-1.70,2.54
154063,9.63,-1.50,-1.54,2.54
154094,9.64,-1.60,-1.62,2.54
154126,9.62,-1.53,-1.73,2.54
154157,9.44,-1.69,-1.67,2.55
154188,9.37,-1.76,-1.68,2.54
154219,9.33,-1.67,-1.80,2.54
154251,9.61,-1.41,-1.56,2.54
154281,9.73,-1.58,-1.59,2.54
154313,9.46,-1.65,-1.60,2.53
154344,9.56,-1.52,-1.55,2.54
154376,9.43,-1.71,-1.79,2.54
154406,9.58,-1.57,-1.66,2.55
154438,9.56,-1.49,-1.64,2.54
154469,9.69,-1.61,-1.65,2.55
154500,9.55,-1.59,-1.65,2.54
154531,9.44,-1.62,-1.66,2.55
154562,9.53,-1.68,-1.58,2.54
154594,9.47,-1.60,-1.73,2.54
154625,9.51,-1.57,-1.64,2.53
154656,9.76,-1.55,-1.52,2.54
154687,9.66,-1.51,-1.52,2.54
154719,9.42,-1.70,-1.79,2.54
154749,9.37,-1.71,-1.75,2.54
154781,9.55,-1.47,-1.55,2.54
154812,9.72,-1.53,-1.59,2.54
154844,9.46,-1.60,-1.70,2.54
154874,9.48,-1.61,-1.64,2.55
154906,9.45,-1.69,-1.63,2.54
154937,9.39,-1.70,-1.65,2.55
154969,9.67,-1.42,-1.55,2.55
154999,9.51,-1.58,-1.64,2.54
155030,9.62,-1.66,-1.56,2.54
155062,9.38,-1.63,-1.74,2.54
155092,9.45,-1.66,-1.64,2.54
155124,9.42,-1.69,-1.65,2.53
155155,9.62,-1.48,-1.49,2.53
155187,9.68,-1.61,-1.65,2.54
155217,9.60,-1.56,-1.67,2.54
155249,9.49,-1.58,-1.66,2.54
155280,9.40,-1.74,-1.61,2.54
155312,9.47,-1.63,-1.71,2.54
155342,9.58,-1.48,-1.58,2.54
155374,9.59,-1.47,-1.54,2.53
155405,9.58,-1.58,-1.66,2.53
155437,9.56,-1.53,-1.75,2.54
155467,9.39,-1.72,-1.64,2.55
155498,9.45,-1.61,-1.62,2.54
155530,9.51,-1.56,-1.63,2.54
155560,9.65,-1.58,-1.64,2.54
155592,9.63,-1.55,-1.59,2.53
155623,9.41,-1.54,-1.65,2.53
155655,9.46,-1.71,-1.67,2.54
155685,9.57,-1.48,-1.59,2.55
155717,9.52,-1.52,-1.64,2.55
155748,9.83,-1.50,-1.50,2.53
155780,9.65,-1.62,-1.68,2.54
155810,9.50,-1.61,-1.65,2.55
155842,9.35,-1.74,-1.75,2.54
155873,9.68,-1.54,-1.48,2.54
155905,9.51,-1.46,-1.56,2.54
155935,9.83,-1.48,-1.47,2.54
155967,9.49,-1.60,-1.60,2.54
155998,9.44,-1.64,-1.63,2.54
156028,9.51,-1.63,-1.70,2.54
156060,9.38,-1.68,-1.71,2.54
156091,9.77,-1.44,-1.56,2.54
156123,9.51,-1.69,-1.71,2.54
156153,9.60,-1.54,-1.60,2.53
156185,9.41,-1.71,-1.66,2.54
156216,9.48,-1.67,-1.76,2.54
156248,9.59,-1.55,-1.56,2.54
156278,9.53,-1.55,-1.56,2.54
156310,9.67,-1.62,-1.56,2.54
156341,9.57,-1.56,-1.75,2.54
156372,9.35,-1.70,-1.67,2.54
156403,9.50,-1.66,-1.63,2.54
156435,9.52,-1.62,-1.73,2.54
156466,9.69,-1.45,-1.59,2.55
156496,9.58,-1.53,-1.59,2.54
156528,9.52,-1.61,-1.68,2.54
156559,9.40,-1.69,-1.68,2.54
156591,9.31,-1.70,-1.77,2.54
156621,9.47,-1.54,-1.65,2.54
156653,9.73,-1.56,-1.54,2.54
156684,9.67,-1.58,-1.68,2.55
156716,9.49,-1.60,-1.69,2.55
156746,9.41,-1.63,-1.68,2.54
156778,9.49,-1.67,-1.79,2.54
156809,9.57,-1.53,-1.64,2.54
156840,9.69,-1.58,-1.60,2.55
156871,9.58,-1.54,-1.58,2.55
156903,9.56,-1.57,-1.65,2.53
156934,9.50,-1.72,-1.71,2.54
156965,9.41,-1.67,-1.68,2.54
156996,9.56,-1.51,-1.66,2.54
157027,9.78,-1.53,-1.48,2.54
157059,9.62,-1.63,-1.68,2.53
157089,9.67,-1.49,-1.48,2.54
157121,9.41,-1.75,-1.71,2.54
157152,9.36,-1.67,-1.80,2.55
157184,9.67,-1.47,-1.44,2.55
157214,9.62,-1.62,-1.57,2.54
157246,9.58,-1.56,-1.64,2.54
157277,9.38,-1.67,-1.71,2.55
157308,9.42,-1.56,-1.63,2.54
157339,9.51,-1.63,-1.72,2.54
157371,9.49,-1.57,-1.71,2.54
157402,9.63,-1.59,-1.59,2.54
157433,9.72,-1.59,-1.62,2.54
157464,9.46,-1.60,-1.68,2.55
157495,9.33,-1.70,-1.68,2.54
157527,9.57,-1.56,-1.56,2.54
157557,9.62,-1.53,-1.63,2.54
157589,9.70,-1.60,-1.55,2.54
157620,9.63,-1.51,-1.63,2.54
157651,9.51,-1.57,-1.72,2.55
157682,9.33,-1.70,-1.74,2.54
157714,9.49,-1.57,-1.73,2.54
157745,9.62,-1.48,-1.59,2.53
157776,9.55,-1.54,-1.70,2.54
157807,9.66,-1.52,-1.55,2.54
157839,9.50,-1.64,-1.67,2.54
157870,9.39,-1.64,-1.72,2.55
157901,9.52,-1.63,-1.70,2.56
157932,9.59,-1.50,-1.65,2.54
157964,9.72,-1.48,-1.60,2.54
157995,9.63,-1.60,-1.74,2.54
158025,9.27,-1.69,-1.72,2.55
158057,9.41,-1.66,-1.69,2.54
158088,9.51,-1.52,-1.66,2.54
158119,9.49,-1.54,-1.57,2.54
158150,9.74,-1.55,-1.50,2.53
158182,9.70,-1.57,-1.59,2.54
158213,9.41,-1.64,-1.65,2.55
158244,9.39,-1.72,-1.68,2.54
158275,9.61,-1.53,-1.64,2.54
158307,9.69,-1.44,-1.47,2.55
158338,9.65,-1.62,-1.64,2.54
158369,9.44,-1.60,-1.73,2.54
158400,9.52,-1.57,-1.51,2.54
158432,9.51,-1.79,-1.70,2.54
158462,9.74,-1.43,-1.58,2.54
158493,9.53,-1.56,-1.64,2.54
158525,9.67,-1.60,-1.58,2.55
158556,9.34,-1.65,-1.69,2.54
158587,9.43,-1.66,-1.67,2.54
158618,9.60,-1.66,-1.62,2.54
158650,9.57,-1.46,-1.68,2.54
158681,9.67,-1.55,-1.63,2.54
158712,9.67,-1.54,-1.57,2.54
158743,9.52,-1.66,-1.72,2.54
158775,9.38,-1.68,-1.70,2.54
158806,9.40,-1.67,-1.61,2.55
158837,9.53,-1.52,-1.61,2.54
158868,9.72,-1.47,-1.64,2.54
158900,9.52,-1.62,-1.65,2.54
158930,9.30,-1.63,-1.70,2.55
158962,9.38,-1.70,-1.70,2.54
158993,9.33,-1.74,-1.60,2.54
159024,9.49,-1.51,-1.67,2.54
159055,9.76,-1.55,-1.58,2.54
159086,9.54,-1.64,-1.73,2.55
159118,9.31,-1.69,-1.73,2.54
159149,9.40,-1.77,-1.61,2.53
159180,9.37,-1.70,-1.69,2.54
159211,9.49,-1.49,-1.68,2.55
159243,9.66,-1.53,-1.50,2.55
159273,9.54,-1.55,-1.60,2.54
159305,9.52,-1.66,-1.64,2.54
159336,9.48,-1.69,-1.66,2.54
159368,9.42,-1.65,-1.77,2.54
159398,9.57,-1.45,-1.49,2.53
159430,9.67,-1.59,-1.60,2.54
159461,9.49,-1.60,-1.73,2.55
159492,9.39,-1.65,-1.69,2.55
159523,9.41,-1.68,-1.72,2.54
159554,9.62,-1.56,-1.62,2.54
159586,9.64,-1.49,-1.60,2.54
159617,9.64,-1.61,-1.56,2.54
159648,9.61,-1.54,-1.59,2.54
159679,9.48,-1.61,-1.69,2.54
159711,9.58,-1.70,-1.58,2.54
159741,9.43,-1.56,-1.63,2.54
159773,9.52,-1.53,-1.59,2.55
159804,9.67,-1.54,-1.43,2.54
159836,9.40,-1.51,-1.49,2.54
159866,9.32,-1.57,-1.53,2.54
159898,9.17,-1.81,-1.81,2.54
159929,9.49,-1.60,-1.75,2.55
159961,9.73,-1.60,-1.59,2.54
159991,9.53,-1.64,-1.83,2.55
160022,9.64,-1.55,-1.67,2.54
160054,9.56,-1.66,-1.54,2.54
160084,9.52,-1.70,-1.65,2.54
160116,9.64,-1.55,-1.64,2.54
160147,9.55,-1.61,-1.64,2.54
160179,9.62,-1.59,-1.59,2.54
160209,9.49,-1.61,-1.71,2.53
160241,9.53,-1.61,-1.70,2.55
160272,9.45,-1.59,-1.65,2.55
160304,9.52,-1.54,-1.58,2.54
160334,9.81,-1.58,-1.59,2.54
160366,9.61,-1.59,-1.66,2.54
160397,9.60,-1.55,-1.53,2.54
160429,9.34,-1.70,-1.70,2.54
160459,9.51,-1.57,-1.66,2.54
160490,9.50,-1.57,-1.67,2.54
160522,9.55,-1.56,-1.69,2.54
160552,9.61,-1.64,-1.58,2.54
160584,9.55,-1.54,-1.60,2.54
160615,9.40,-1.65,-1.65,2.55
160647,9.51,-1.66,-1.66,2.54
160677,9.54,-1.48,-1.62,2.54
160709,9.55,-1.57,-1.64,2.54
160740,9.67,-1.54,-1.65,2.54
160772,9.45,-1.55,-1.71,2.54
160802,9.46,-1.73,-1.68,2.54
160834,9.54,-1.57,-1.72,2.54
160865,9.61,-1.49,-1.53,2.54
160897,9.65,-1.56,-1.73,2.54
160927,9.57,-1.58,-1.71,2.54
160959,9.59,-1.55,-1.63,2.54
160990,9.26,-1.74,-1.83,2.54
161020,9.47,-1.58,-1.65,2.54
161052,9.63,-1.54,-1.73,2.55
161083,9.64,-1.57,-1.65,2.54
161115,9.58,-1.52,-1.70,2.54
161145,9.46,-1.65,-1.68,2.54
161177,9.45,-1.65,-1.69,2.55
161208,9.39,-1.73,-1.77,2.54
161240,9.64,-1.47,-1.52,2.54
161270,9.55,-1.60,-1.66,2.55
161302,9.51,-1.55,-1.63,2.54
161333,9.48,-1.64,-1.61,2.52
161364,9.42,-1.68,-1.80,2.54
161395,9.46,-1.67,-1.73,2.54
161427,9.58,-1.52,-1.55,2.55
161458,9.63,-1.60,-1.60,2.55
161488,9.62,-1.49,-1.68,2.55
161520,9.54,-1.62,-1.70,2.54
161551,9.35,-1.77,-1.64,2.54
161583,9.51,-1.53,-1.72,2.52
161613,9.52,-1.59,-1.65,2.54
161645,9.66,-1.55,-1.54,2.54
161676,9.41,-1.54,-1.64,2.54
161708,9.47,-1.62,-1.62,2.55
161738,9.47,-1.69,-1.64,2.53
161770,9.55,-1.66,-1.66,2.54
161801,9.62,-1.55,-1.62,2.53
161832,9.69,-1.60,-1.59,2.54
161863,9.43,-1.61,-1.73,2.54
161895,9.52,-1.60,-1.69,2.55
161926,9.46,-1.71,-1.69,2.55
161957,9.54,-1.59,-1.72,2.54
161988,9.70,-1.53,-1.59,2.54
162019,9.54,-1.61,-1.81,2.54
162051,9.58,-1.47,-1.53,2.55
162081,9.46,-1.69,-1.65,2.53
162113,9.28,-1.70,-1.84,2.54
162144,9.56,-1.52,-1.53,2.54
162176,9.61,-1.56,-1.58,2.55
162206,9.66,-1.60,-1.63,2.54
162238,9.61,-1.62,-1.61,2.54
162269,9.40,-1.60,-1.63,2.55
162300,9.34,-1.70,-1.65,2.54
162331,9.45,-1.52,-1.65,2.55
162363,9.68,-1.46,-1.61,2.54
162394,9.52,-1.62,-1.63,2.55
162425,9.57,-1.58,-1.74,2.55
162456,9.60,-1.61,-1.66,2.54
162487,9.37,-1.66,-1.67,2.54
162519,9.60,-1.51,-1.57,2.54
162549,9.54,-1.65,-1.67,2.54
162581,9.63,-1.66,-1.53,2.54
162612,9.42,-1.59,-1.76,2.56
162643,9.48,-1.71,-1.62,2.55
162674,9.48,-1.65,-1.71,2.54
162706,9.47,-1.57,-1.60,2.54
162737,9.73,-1.51,-1.56,2.54
162768,9.65,-1.56,-1.59,2.54
162799,9.60,-1.60,-1.55,2.54
162831,9.43,-1.76,-1.70,2.53
162862,9.33,-1.71,-1.78,2.54
162893,9.66,-1.52,-1.64,2.55
162924,9.62,-1.53,-1.63,2.54
162956,9.57,-1.62,-1.67,2.55
162987,9.60,-1.56,-1.59,2.54
163017,9.48,-1.65,-1.60,2.54
163049,9.46,-1.57,-1.71,2.53
163080,9.54,-1.53,-1.67,2.54
163111,9.63,-1.55,-1.60,2.54
163142,9.55,-1.56,-1.65,2.54
163174,9.52,-1.71,-1.62,2.55
163205,9.43,-1.62,-1.78,2.54
163236,9.66,-1.48,-1.62,2.57
163267,9.48,-1.44,-1.63,2.54
163299,9.63,-1.58,-1.56,2.55
163330,9.63,-1.54,-1.69,2.54
163361,9.53,-1.57,-1.60,2.54
163392,9.37,-1.71,-1.68,2.55
163424,9.60,-1.53,-1.65,2.54
163454,9.69,-1.54,-1.46,2.54
163485,9.65,-1.51,-1.65,2.53
163517,9.57,-1.49,-1.59,2.54
163548,9.66,-1.69,-1.64,2.54
163579,9.43,-1.62,-1.62,2.54
163610,9.50,-1.59,-1.77,2.55
163642,9.69,-1.43,-1.46,2.54
163673,9.54,-1.64,-1.60,2.55
163704,9.50,-1.60,-1.65,2.54
163735,9.35,-1.70,-1.67,2.54
163767,9.36,-1.69,-1.71,2.55
163798,9.68,-1.55,-1.57,2.54
163829,9.59,-1.53,-1.63,2.54
163860,9.59,-1.64,-1.62,2.54
163892,9.53,-1.61,-1.61,2.55
163922,9.48,-1.57,-1.55,2.55
163954,9.42,-1.73,-1.74,2.53
163985,9.63,-1.47,-1.53,2.54
164016,9.55,-1.55,-1.67,2.55
164047,9.59,-1.60,-1.73,2.55
164078,9.47,-1.58,-1.67,2.55
164110,9.39,-1.74,-1.75,2.54
164141,9.31,-1.69,-1.77,2.54
164172,9.53,-1.58,-1.55,2.53
164203,9.60,-1.50,-1.50,2.54
164235,9.73,-1.50,-1.52,2.54
164265,9.52,-1.50,-1.68,2.54
164297,9.50,-1.64,-1.65,2.53
164328,9.35,-1.63,-1.63,2.55
164360,9.66,-1.52,-1.60,2.53
164390,9.73,-1.52,-1.58,2.55
164422,9.68,-1.63,-1.67,2.54
164453,9.66,-1.54,-1.61,2.54
164484,9.56,-1.63,-1.70,2.54
164515,9.50,-1.58,-1.64,2.53
164546,9.59,-1.49,-1.63,2.54
164578,9.54,-1.60,-1.50,2.54
164609,9.48,-1.50,-1.62,2.54
164640,9.47,-1.56,-1.64,2.54
164671,9.37,-1.70,-1.66,2.55
164703,9.43,-1.63,-1.79,2.53
164733,9.66,-1.45,-1.56,2.54
164765,9.59,-1.57,-1.68,2.55
164796,9.57,-1.61,-1.62,2.55
164828,9.55,-1.58,-1.64,2.54
164858,9.47,-1.70,-1.62,2.54
